  1.000000	-12354.026000	  0.000000	 19.221834	  0.000000	  0.000000	  0.000000	  0.000000	 19.221834	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
  2.000000	-12345.695000	 19.904211	  0.289499	  0.000000	  0.000000	  0.000000	 19.904211	  0.289499	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
  3.000000	-12337.356000	 19.673197	  1.031961	  0.000000	  0.000000	 -1.000000	 19.673197	  1.031961	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
  4.000000	-12329.025000	 19.442243	  1.773624	  0.000000	  0.000000	  0.000000	 19.442243	  1.773624	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
  5.000000	-12320.695000	 19.211158	  2.515050	  0.000000	  0.000000	  0.000000	 19.211158	  2.515050	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
  6.000000	-12312.362000	 19.316476	  2.220697	  0.000000	  0.000000	 -1.000000	 19.316476	  2.220697	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
  7.000000	-12304.032000	 19.421723	  1.926421	  0.000000	  0.000000	  0.000000	 19.421723	  1.926421	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
  8.000000	-12295.652000	 19.527568	  1.630352	  0.000000	  0.000000	  0.000000	 19.527568	  1.630352	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
  9.000000	-12287.298000	 19.469584	  1.300282	  0.000000	  0.000000	 -1.000000	 19.469584	  1.300282	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 10.000000	-12279.037000	 19.412235	  0.973865	  0.000000	  0.000000	  0.000000	 19.412235	  0.973865	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 11.000000	-12270.702000	 19.354362	  0.644508	  0.000000	  0.000000	  0.000000	 19.354362	  0.644508	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
 12.000000	-12262.367000	 19.711596	  0.776222	  0.000000	  0.000000	  0.000000	 19.711596	  0.776222	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 13.000000	-12254.034000	 20.068358	  0.907902	  0.000000	  0.000000	  0.000000	 20.068358	  0.907902	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 14.000000	-12245.673000	 20.425924	  1.040022	  0.000000	  0.000000	  0.000000	 20.425924	  1.040022	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
 15.000000	-12237.370000	 20.052092	  1.306250	  0.000000	  0.000000	 -1.000000	 20.052092	  1.306250	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 16.000000	-12229.039000	 19.676565	  1.573362	  0.000000	  0.000000	  0.000000	 19.676565	  1.573362	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 17.000000	-12220.707000	 19.300566	  1.840489	  0.000000	  0.000000	  0.000000	 19.300566	  1.840489	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
 18.000000	-12212.372000	 19.140982	  1.772158	  0.000000	  0.000000	 -1.000000	 19.140982	  1.772158	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 19.000000	-12204.039000	 18.981362	  1.703842	  0.000000	  0.000000	  0.000000	 18.981362	  1.703842	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 20.000000	-12195.711000	 18.821763	  1.635566	  0.000000	  0.000000	  0.000000	 18.821763	  1.635566	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
 21.000000	-12187.356000	 19.164787	  1.635319	  0.000000	  0.000000	  0.000000	 19.164787	  1.635319	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 22.000000	-12178.995000	 19.507712	  1.635072	  0.000000	  0.000000	  0.000000	 19.507712	  1.635072	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 23.000000	-12170.635000	 19.850242	  1.634825	  0.000000	  0.000000	  0.000000	 19.850242	  1.634825	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
 24.000000	-12162.340000	 20.123914	  1.666372	  0.000000	  0.000000	  0.000000	 20.123914	  1.666372	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 25.000000	-12154.011000	 20.398474	  1.698047	  0.000000	  0.000000	  0.000000	 20.398474	  1.698047	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 26.000000	-12145.710000	 20.671875	  1.729616	  0.000000	  0.000000	  0.000000	 20.671875	  1.729616	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
 27.000000	-12137.295000	 20.272875	  1.862582	  0.000000	  0.000000	  0.000000	 20.272875	  1.862582	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 28.000000	-12129.050000	 19.881453	  1.992857	  0.000000	  0.000000	  0.000000	 19.881453	  1.992857	  0.000000	  4.000000	  0.000000	 13.719387	 11.653902
 29.000000	-12120.707000	 19.484900	  2.124675	  0.000000	  0.000000	  0.000000	 19.484900	  2.124675	  0.000000	  4.000000	 -1.000000	 13.719387	 11.653902
