1135582	2016	970	991	115
1135582	150	161	166	8
1135582	1067	1038	1038	63
1135582	386	1022	1020	22
1135582	152	836	875	8
1135582	251	809	825	15
1135582	150	539	522	9
1135582	167	847	854	10
1135582	534	570	566	30
1135582	950	453	467	57
1135582	103	918	928	6
1135582	766	449	449	45
1135582	1250	781	758	75
1135582	401	1208	1227	24
1135582	682	971	978	40
1135582	2864	1064	1042	166
1135582	518	731	715	30
1135582	219	732	696	13
1135582	234	739	696	14
1135582	136	758	746	8
1135582	2266	1148	1155	132
1135582	251	1138	1151	16
1135582	2648	720	694	149
1135582	832	986	944	49
1135582	135	575	572	8
1135582	135	222	215	7
1135582	318	363	375	18
1135582	150	995	969	9
1135582	119	706	683	7
1135582	2332	738	736	131
1135582	218	745	747	12
1135582	103	610	599	6
1135582	134	541	523	8
1135582	218	844	877	12
1135582	618	971	986	34
1135582	783	743	725	46
1135582	285	682	667	16
1135582	134	726	716	9
1135582	336	745	731	20
1135582	667	648	631	39
1135582	468	1022	997	28
1135582	101	1376	1510	7
1135582	334	1011	983	20
1135582	201	883	866	11
1135582	366	1082	1092	21
1135582	418	904	903	24
1135582	134	801	812	8
1135582	151	495	491	10
1135582	367	524	561	23
1135582	351	582	654	20
1135582	118	629	693	7
1135582	518	519	522	29
1135582	785	845	825	45
1135582	201	520	544	11
1135582	119	982	1022	7
1135582	101	922	976	6
1135582	101	1213	1253	6
1135582	668	1483	1524	39
1135582	135	1048	1055	8
1135582	218	1018	1031	12
1135582	136	1327	1374	8
1135582	103	762	728	6
1135582	501	767	739	27
1135582	717	687	681	43
1135582	1001	769	850	58
1135582	101	1096	1079	6
1135582	67	1089	1065	5
1135582	268	687	681	17
1135582	101	666	697	6
1135582	285	1094	1093	17
1135582	502	1482	1523	28
1135582	102	1098	1085	6
1135582	168	762	771	10
1135582	601	766	767	36
1135582	168	1483	1523	10
1135582	117	1451	1531	7
1135582	467	1407	1414	28
1135582	1783	1085	1056	103
1135582	368	1056	1051	21
1135582	600	797	781	35
1135582	152	786	767	9
1135582	502	776	743	29
1135582	133	809	851	8
1135582	84	816	880	5
1135582	416	626	615	24
1135582	84	692	695	5
1135582	301	815	817	17
1135582	151	1496	1559	10
1135582	150	1094	1142	9
1135582	283	902	912	17
1135582	201	647	667	12
1135582	336	672	709	20
1135582	715	715	829	41
1135582	584	608	724	34
1135582	119	1215	1273	7
1135582	267	1204	1245	15
1135582	351	1061	1090	20
1135582	151	1060	1077	9
1135582	651	909	919	38
1135582	284	863	862	18
1135582	168	857	858	9
1135582	335	873	839	20
1135582	218	861	830	12
1135582	201	775	731	12
1135582	167	916	893	10
1135582	236	883	859	14
1135582	184	1167	1164	10
1135582	251	1180	1198	14
1135582	101	1205	1211	6
1135582	151	1291	1324	10
1135582	268	1195	1199	17
1135582	101	1252	1258	5
1135582	101	1140	1131	6
1135582	734	1110	1085	43
1135582	434	1167	1131	24
1135582	135	1100	1074	8
1135582	1150	839	812	67
1135582	667	806	782	38
1135582	367	810	799	19
1135582	118	876	874	7
1135582	401	1149	1185	23
1135582	318	1169	1171	19
1135582	250	1447	1531	14
1135582	601	1179	1216	36
1135582	134	1189	1214	8
1135582	850	838	827	51
1135582	84	1103	1089	5
1135582	168	870	870	10
1135582	417	852	822	25
1135582	734	514	526	44
1135582	368	1641	1649	22
1135582	151	527	553	9
1135582	234	485	506	15
1135582	933	769	746	55
1135582	284	661	668	17
1135582	169	670	705	10
1135582	633	769	746	37
1135582	84	736	695	5
1135582	267	1138	1136	13
1135582	534	1407	1498	30
1135582	451	1157	1175	27
1135582	251	847	847	15
1135582	284	958	944	16
1135582	133	1137	1183	8
1135582	102	1133	1148	7
1135582	133	1137	1143	7
1135582	285	1139	1122	17
1135582	69	1085	1108	5
1135582	84	1061	1086	5
1135582	319	1278	1337	19
1135582	218	1366	1399	13
1135582	302	1384	1412	17
1135582	168	1209	1225	10
1135582	82	1020	1031	5
1135582	268	966	988	15
1135582	268	1262	1287	14
1135582	117	1355	1374	6
1135582	867	917	938	50
1135582	300	943	958	17
1135582	752	969	991	42
1135582	185	947	974	11
1135582	119	1167	1202	6
1135582	100	1162	1187	6
1135582	150	1145	1172	9
1135582	134	1170	1179	8
1135582	100	1467	1512	5
