t,x,y,event_type,vel,
6.3631e+13,1266.5,729.79,0,489.96
6.3631e+13,1252.4,739.48,0,25.748
6.3631e+13,1242.2,802.26,0,38.952
6.3631e+13,1233.7,853.59,0,31.812
6.3631e+13,1226.1,895.32,0,26.365
6.3631e+13,1218.9,930.44,0,22.498
6.3631e+13,1212.5,960.71,0,111.06
6.3631e+13,1192.2,1259,0,95.637
6.3631e+13,1178,1242.5,0,4.6992
6.3631e+13,1182.5,1249.1,0,1.5438
6.3631e+13,1177.4,1247,0,1.5957
6.3631e+13,1177.8,1248.2,0,2.5826
6.3631e+13,1171.2,1242.5,0,2.4396
6.3631e+13,1171.6,1244.5,0,1.8262
6.3631e+13,1165.8,1243.1,0,575.78
6.3631e+13,1.2943e-13,1.3801e-13,0,574.11
6.3631e+13,NaN,NaN,4,NaN
6.3631e+13,NaN,NaN,4,NaN
6.3631e+13,NaN,NaN,4,NaN
6.3631e+13,NaN,NaN,4,NaN
6.3631e+13,NaN,NaN,4,NaN
6.3631e+13,1156.3,1238.7,0,0.1899
6.3631e+13,1157.9,1243.9,0,3.3063
6.3631e+13,1157.7,1248.4,0,55.176
6.3631e+13,1187.8,1082.9,0,38.214
6.3631e+13,1167.4,1135.4,0,23.141
6.3631e+13,1161.1,1146.2,0,10.861
6.3631e+13,1177.3,1104.7,0,8.8925
6.3631e+13,1153.5,1120.9,0,28.086
6.3631e+13,1113.6,1158.6,0,13.739
6.3631e+13,1119.3,1143.1,0,19.526
6.3631e+13,1139.6,1106.7,0,16.553
6.3631e+13,1140.7,1098.9,0,4.0359
6.3631e+13,1140,1094.8,0,2.3388
6.3631e+13,1138.6,1092.3,0,2.1432
6.3631e+13,1137.1,1089.1,0,88.419
6.3631e+13,962.23,1286.7,0,15.424
6.3631e+13,1128.8,1044.1,0,90.925
6.3631e+13,1112.9,1062.8,0,7.7262
6.3631e+13,1113.4,1061,0,3.0765
6.3631e+13,1106.5,1069.3,0,3.3183
6.3631e+13,1118.2,1052.5,0,8.7623
6.3631e+13,1120.5,1047.3,0,2.8898
6.3631e+13,1121.3,1044.5,0,13.972
6.3631e+13,1143.3,1012.7,0,23.524
6.3631e+13,1160.7,986.81,0,7.8758
6.3631e+13,1154.4,992.11,0,4.0788
6.3631e+13,1150.6,993.5,0,83.236
6.3631e+13,1293.9,788.2,0,9.2446
6.3631e+13,1138.8,968.73,0,84.125
6.3631e+13,1132.5,978.71,0,42.529
6.3631e+13,1061.2,1068.3,0,28.364
6.3631e+13,1077.6,1042.6,0,15.734
6.3631e+13,1086.2,1028.8,0,7.629
6.3631e+13,1089.6,1023.4,0,10.9
6.3631e+13,1104.7,1002.3,0,3.092
6.3631e+13,1083.5,1030.3,0,15.123
