t,x,y,event_type,vel,
24062,519.43,787.85,1,2.4717
24079,518.1,781.45,1,2.4717
24096,514.37,781.72,1,2.6758
24112,514.93,789.45,1,2.9775
24129,505.03,783.83,1,3.9249
24146,507.36,779.35,1,6.3108
24163,520.9,771.18,1,3.786
24179,508.8,791.44,1,2.3914
24196,519.29,778.7,1,5.0125
24213,524.82,789.65,1,2.374
24230,514.92,772.44,1,6.3922
24246,514.52,771.86,1,1.5886
24263,518.87,775.68,1,3.0228
24280,510.39,780.66,1,6.4544
24297,503.5,789.63,1,5.3039
24314,502.79,795.93,2,2.4477
24330,505.89,797.13,2,5.9711
24347,515.76,781.77,2,61.446
24364,498.09,994.58,2,126.18
24381,496.89,1187.1,2,56.573
24397,508.74,1176.2,2,4.0643
24414,505.76,1196.7,1,5.8455
24431,510.66,1194.9,1,1.2559
24448,509.08,1194.4,1,2.3323
24464,517.24,1191.3,1,2.7311
24481,514.11,1187.2,1,2.7775
24498,508.94,1188,1,4.2415
24515,504.42,1177.6,1,2.2915
24531,511.78,1181.2,1,2.5382
24548,512.58,1177.8,1,2.3948
24565,505.53,1176.7,1,4.6034
24582,516.41,1163.5,1,3.8987
24599,508.42,1164.5,1,4.6822
24615,504.05,1172.1,1,2.9107
24632,505.23,1173.3,1,1.6604
24649,504.7,1166.8,2,1.5798
24666,510.19,1174.4,2,2.3834
24682,511.71,1169.9,2,3.3909
24699,500.35,1179.1,2,58.151
24716,695.62,1203.8,2,113.49
24733,846.44,1295,2,59.407
24749,860.91,1299.6,2,6.1781
24766,864.67,1302.9,3,4.0708
24783,872.33,1293.2,3,5.5518
24800,867.01,1285.2,3,3.9221
24816,871.76,1280.6,3,2.0082
24833,860.59,1285.9,3,9.0253
24850,859.7,1307,3,6.9895
24867,853.12,1307.1,3,2.9064
24884,862.85,1315.8,3,12.26
24900,882.67,1281,3,8.4525
24917,871.1,1289.9,3,5.1805
24934,866.04,1282,3,0.97385
24951,873.51,1291.9,0,6.6558
24967,878.78,1299.2,0,5.6653
24984,874.34,1310.1,0,5.5922
25001,869.66,1314.7,0,6.6066
25018,875.74,1331.3,0,3.9719
25035,874.55,1326.5,0,1.214
25051,872.92,1328.6,0,3.0766
25068,875.91,1316.7,0,4.5281
25085,885.52,1321.3,0,1.4469
25102,872.44,1319.8,0,5.0406
25118,869.46,1319.1,0,2.265
25135,868.31,1313.8,0,1.1226
25152,867.61,1322.2,0,2.5492
25169,870.5,1321.7,0,7.2172
25185,882.97,1304.8,0,4.2954
25202,882.1,1314.2,0,4.8461
25219,884.59,1320.3,0,4.4556
25236,879.55,1328.3,0,3.1659
25252,881.83,1310.5,0,28.157
25269,847.01,1243.8,0,491.18
25286,1.1556e-13,1.6969e-13,0,467.93
25303,NaN,NaN,4,NaN
25320,NaN,NaN,4,NaN
25336,NaN,NaN,4,NaN
25353,NaN,NaN,4,NaN
25370,NaN,NaN,4,NaN
25387,NaN,NaN,4,NaN
25404,NaN,NaN,4,NaN
25420,NaN,NaN,4,NaN
25437,559.66,1143.6,1,4.6244
25454,551.8,1144.7,1,4.5008
25471,546.83,1150.3,1,7.3128
