x,y,
507.05,155.81
507.41,156.28
507.67,156.59
508.02,156.44
508.97,156.35
509.58,155.55
509.36,155.63
510.14,155.31
510.49,154.62
511.39,154.44
511.74,154.38
512.06,153.84
511.88,153.32
512.7,152.89
512.49,153.68
512.57,154.14
512.48,154.34
512.28,154.44
511.24,154
510.7,154.3
509.82,154.15
509.34,154.14
509.07,154.37
509.62,154.7
509.69,155.05
508.43,155
507.55,155.49
507.96,155.54
507.73,156.19
507.92,156.27
508.45,156.02
508.59,155.92
508.34,154.71
509.04,153.76
508.91,153.28
509.25,154.31
509.14,155.37
508.75,155.51
508.4,155.57
507.76,155.24
508.38,153.89
509.32,154.41
508.88,153.58
509.56,153.24
510.2,153.19
511.22,152.27
511.27,153.14
510.96,152.54
512.03,152.48
512.27,152.6
512.13,153.03
511.66,153.35
511.49,153.56
511.29,153.52
511.43,152.67
511.67,152.47
511.25,151.96
511.95,151.95
512.39,152.14
512.57,152.41
511.22,152.8
510.82,152.63
510.77,152.1
509.99,151.43
509.92,151.39
508.8,151.5
508.22,150.99
508.47,151.46
507.84,151.82
507.01,151.92
507.08,151.99
507.34,151.47
507.99,151.55
508.04,151.33
507.69,151.08
507.82,151.23
507.62,151.07
507.6,150.43
507.17,149.68
507.3,149.8
507.85,149.76
507.39,149.61
506.9,149.37
507.1,149.99
507.26,149.76
507.57,149.29
507.87,148.52
508.53,148.03
508.6,148.07
507.83,148.69
508.54,148.93
508.19,148.76
507.75,148.58
508.18,148.43
508.24,148.25
508.76,148.26
510.01,148.59
510.43,148.54
510.52,148.84
510.86,148.28
510.65,148.01
511.48,147.65
511.79,146.79
512.42,146.96
512.31,147.79
511.99,147.58
512,147.79
512.19,148.55
511.96,147.92
512,148.04
511.56,148.29
510.48,148.19
510.45,147.79
510.19,147.39
509.52,147.43
509.96,148.15
510.22,147.3
509.94,147.62
510.47,146.91
510.46,146.75
510.65,145.97
510.35,146.05
509.72,145.71
509.77,145.81
509.07,145.72
509.03,146.34
509.53,146.85
509.7,147.36
509.5,146.92
509.79,146.13
509.63,146.36
509.01,146.11
508.87,146.92
508.77,147.5
508.57,147.03
508.5,147.2
508.55,146.96
509.68,146.2
510.39,145.82
510.56,144.92
510.64,145.49
509.8,144.71
509.53,144.38
509.95,145.07
509.77,145.51
510.79,146.69
511.53,147.45
511.63,146.88
511.36,145.52
509.1,145.15
504.05,144.41
497.88,143.06
491.93,141.83
484.81,139.98
477.13,138.45
467.68,137.39
457.95,133.92
444.27,128.64
437.19,123.52
428.06,119.32
421.98,115.94
410.95,112.76
403.84,109.04
397.36,105.87
389.95,100.37
385.46,98.6
382.8,96.3
379.32,95.11
374.14,93.24
370.82,93.61
368.71,93.94
366.42,94.69
362.73,95.6
358.49,96.23
351.53,95.59
346.94,95.23
339.44,95.22
326.35,95.38
319.82,95.44
309.43,94.16
302.51,93.01
297.34,91.05
289.47,90.13
283.91,89.3
280.21,88.36
274.85,86.62
269.07,85.76
264.02,86.28
260.59,86.06
256.66,86.31
251.38,86.08
246.34,86.39
244.04,87.11
242.6,87.65
241.18,88.45
239.9,88.95
237.2,89.76
235.99,90.08
235.13,89.81
234.63,90.02
234.62,89.21
235.37,89.15
237.95,89.14
240.35,88.09
241.57,88
242.29,86.37
243.66,86.12
244.93,86.42
246.64,85.87
248.26,85.7
247.91,85.83
247.77,86.62
246.24,87.17
244.17,86.74
243.83,86.6
242.79,87.12
240.66,87.11
238.38,87.89
237.17,87.93
236.53,86.36
236.5,85.7
236.38,85.53
235.68,85.51
235.82,85.37
235.69,86.29
235.93,86.1
236.38,86.01
236.85,86.67
237.1,86.8
237.84,86.74
237.83,86.34
239,86.01
238.04,85.86
238.12,86.43
238.5,86.98
238.93,85.55
239.98,85.65
240.26,85.81
240.33,86.24
240.59,86.79
240.4,86.12
239.79,86.77
239.69,87.3
239.01,87.58
239.82,87.74
240.89,86.77
239.8,88.15
239.19,86.83
239.24,86.35
239.29,87.1
239.89,87.19
240.05,87.13
239.14,86.87
238.98,86.43
238.6,86.59
238.27,86.81
238.76,86.6
238.81,87.43
239.56,87.26
238.93,87.34
238.99,87.73
238.94,87.74
238.67,87.56
238.74,87.59
239.87,88.04
240.16,86.7
240.23,87.52
240.3,87.75
240.7,86.95
240.69,87.37
241.25,86.95
241.34,86.45
240.9,87.9
242.02,88.41
241.31,88.28
241.73,88.06
241.29,87.46
241.78,87.73
241.35,87.84
241.23,87.65
241.39,87.04
240.63,87.3
240.85,87.84
240.47,88.06
240.21,87.75
241.01,86.58
240.53,86.65
240.9,86.48
241.4,86.45
243,86.22
242.25,85.65
242.68,86.3
242.89,85.47
242.69,85.67
243.01,86.16
243.66,86.61
244.54,86.73
243.79,86.63
243.1,85.71
242.96,86.3
243.35,86.64
242.69,86.72
242.86,87.22
241.98,86.35
240.66,87.4
238.9,87.49
235.62,87.91
232.64,88.16
229.32,87.83
225.91,86.47
220.89,85.26
215.94,85.01
207.93,84.22
200.22,83.3
196.02,82.37
191.19,80.75
184.25,78.83
178.45,77.13
173.67,76.37
170,75.63
168.2,74.68
166.89,73.31
164.4,72.13
164.01,71.15
162.42,70.03
163.1,69.56
163.99,70.1
164.27,69.81
164.71,70.36
165.75,70.34
166.25,70.04
166.78,70.36
167.64,71.82
168.33,72.36
168.93,74.07
169.8,73.49
169.84,74.07
169.67,73.99
169.36,74.58
168.18,75.32
167.1,75.37
166.45,75.42
166.87,75.08
166.4,74.33
166.12,73.43
166.6,72.46
166.22,72.92
167.14,72.63
167.67,74.68
167.87,74.64
167.86,74.05
166.98,75.91
167.53,75.08
168.06,74.82
169.49,74.58
169.77,73.53
170.45,74.22
170.69,73.68
170.68,73.32
170.48,73.77
168.95,73.14
169.18,73.35
169.23,73.4
169.86,74.02
171.06,73.32
170.28,73.34
169.5,73.44
168.71,74.04
168.58,74.53
168.11,74.13
168.27,74.34
168.15,73.83
168.47,73.1
168.28,73.55
168.3,73.39
167.14,74.1
166.87,74.73
166.59,74.67
166.64,74.68
167.01,75
167.09,73.85
167.36,73
167.15,73.21
167.32,72.37
167.4,72.58
167.82,72.01
167.45,71.51
168.29,71.76
167.83,71.55
167.1,71.69
166.09,72.11
165.72,71.3
165.83,71.12
165.79,71.47
165.65,72.51
164.95,72.41
165.49,72.66
165.48,72.92
165.94,72.94
166.51,71.28
165.2,70.89
165.13,70.81
164.77,72.01
165.16,72.15
165.5,71.98
165.6,71.81
165.13,71.27
164.58,71.97
165.43,71.41
164.95,71.27
164.97,71.52
165.38,72.36
165.7,73.09
165,72.84
164.1,71.96
164.19,71.7
163.8,71.21
163.37,72.45
163.43,72.19
163.4,72.17
163.75,71.35
164.07,71.05
164.4,71.53
164.25,70.86
164.26,70.8
165.18,70.61
164.47,71.29
165,71.52
164.33,71.28
164.06,72.08
163.93,71.54
163.93,71.98
164.6,71.97
164.17,71.75
164.25,72.5
164.06,72.54
163.41,72.56
163.82,72.23
163.36,72.37
163.93,72.04
162.89,71.17
162.88,71.68
162.26,71.71
162.86,72.01
163.88,72.35
164.56,72.44
164.21,72.26
164.22,71.55
163.46,70.69
163.01,71.18
162.66,71.04
163.07,71.02
164.44,70.86
165.18,71.57
164.71,71.95
164.81,72.92
163.15,72.44
163.41,72.07
163.9,72.21
163.76,71.91
163.21,72.46
162.49,72.4
161.99,71.65
163.3,70.86
162.83,71.37
163.47,71.53
163.94,71.24
163.61,71.46
164.07,71.29
164.07,70.63
163.87,71.25
163.81,71.33
164.17,71.63
164.06,71.78
164.97,71.36
164.72,71.99
164.87,72.13
165.38,72.53
165.28,71.48
164.98,71.34
165.21,71.19
165.42,70.61
165.59,70.57
167.43,69.79
166.78,69.73
167.54,70.45
166.95,70.98
166.12,71.88
165.73,71.87
165.57,71.53
165.58,71.17
165.56,70.93
164.82,71.12
166.06,71.1
165.89,70.3
164.88,70.3
164.91,71.3
163.2,70.47
163.44,71.01
163.89,69.71
163.99,70.43
163.72,69.75
163.4,69.5
164.2,69.9
164.91,68.94
164.78,68.34
163.82,67.92
164.19,68.81
164.04,68.75
163.8,69.5
164.28,69.98
164.39,69.61
