0	258	1470	782	31
0	50	1056	998	6
0	50	1038	1075	6
0	100	996	873	12
0	75	1029	969	9
0	475	1009	914	57
0	650	1012	927	78
0	300	1013	950	36
0	100	1014	924	12
0	225	987	903	27
0	75	1093	1112	9
0	117	1005	980	14
0	75	1014	954	9
0	50	1087	1052	6
0	125	1037	984	15
0	50	1023	924	6
0	150	1015	920	18
0	100	1060	990	12
0	58	1013	938	7
0	92	988	954	11
0	50	1066	1110	6
0	150	961	898	18
0	50	1026	1004	6
0	92	979	884	11
0	83	1024	989	10
0	42	979	869	5
0	75	1028	986	9
0	58	1100	1088	7
0	100	1167	1122	12
0	875	1149	1065	105
0	225	1090	1004	27
0	100	1016	891	12
0	233	1055	950	28
0	442	1117	1079	53
0	125	1021	904	15
0	350	1083	1041	42
0	108	1172	1076	13
0	83	1141	1075	10
0	183	1123	1075	22
0	75	1073	1005	9
0	75	1092	1021	9
0	75	1083	1009	9
0	200	1108	1049	24
0	225	1123	1040	27
0	133	1158	1077	16
0	317	1125	1073	38
0	308	1102	1067	37
0	58	1075	1062	7
0	133	1189	1113	16
0	83	1128	1078	10
0	283	1131	1085	34
0	358	1139	1051	43
0	108	1199	1063	13
0	58	1014	1013	7
0	108	1070	945	13
0	108	1058	960	13
0	75	1049	1006	9
0	100	1090	1045	12
0	75	1054	1016	9
0	275	1144	1037	33
0	175	1112	995	21
0	175	1130	981	21
0	100	1146	1013	12
0	133	1068	1008	16
0	50	1097	1032	6
0	75	1145	1060	9
0	75	1148	1093	9
0	133	1042	1032	16
0	58	1069	1074	7
0	100	1075	1033	12
0	67	1089	982	8
0	175	1159	1048	21
0	100	1027	894	12
0	75	1228	1080	9
0	283	1097	944	34
0	75	1164	1053	9
0	75	1028	868	9
0	58	1137	970	7
0	58	1101	878	7
0	50	1011	971	6
0	83	428	911	10
0	167	412	1025	20
0	100	447	990	12
0	75	441	973	9
0	125	456	964	15
0	50	522	973	6
0	150	458	919	18
0	100	453	921	12
0	125	445	909	15
0	150	445	948	18
0	250	471	948	30
0	300	464	913	36
0	100	482	983	12
0	225	451	875	27
0	75	446	940	9
0	100	469	907	12
0	175	440	904	21
0	100	452	920	12
0	325	464	931	39
0	475	1105	1037	57
0	75	1132	1047	9
0	133	1114	1074	16
0	458	1028	931	55
0	283	1149	1051	34
0	100	1067	985	12
0	200	1080	993	24
0	575	1067	963	69
0	100	1104	1019	12
0	250	1033	909	30
0	100	1057	937	12
0	108	2067	1268	13
0	75	2045	1320	9
0	83	2061	1198	10
0	83	2040	1230	10
0	392	2000	1192	47
0	50	1504	1112	6
0	83	1421	1097	10
0	50	1661	1153	6
0	175	1697	1172	21
0	1033	1211	1077	124
0	150	1150	1061	18
0	208	1263	1089	25
0	100	1052	1089	12
0	75	1135	1086	9
0	225	1083	1033	27
0	300	1083	1026	36
0	50	1044	947	6
0	67	902	1226	8
0	1741	890	1228	209
0	383	898	1229	46
0	475	890	1242	57
0	75	1176	1000	9
0	100	1190	1080	12
0	75	1139	1043	9
0	58	1423	1161	7
0	83	1133	1084	10
0	200	1208	1113	24
0	100	1191	1072	12
0	50	1199	1059	6
0	183	1156	1041	22
0	83	1193	1124	10
0	175	1168	1058	21
0	58	1125	944	7
0	158	1140	1114	19
0	75	1087	1060	9
0	50	1095	976	6
0	108	1203	1084	13
0	108	1114	1152	13
0	142	1176	1112	17
0	50	1176	1147	6
0	183	1143	1050	22
0	167	1168	1067	20
0	92	1106	1096	11
0	58	680	1026	7
0	58	684	1094	7
0	100	648	975	12
0	400	655	1010	48
0	175	647	1047	21
0	75	640	942	9
0	150	624	1020	18
0	83	598	995	10
0	142	521	1037	17
0	67	626	998	8
0	67	613	844	8
0	108	532	1084	13
0	75	518	1061	9
0	117	514	1015	14
0	83	498	998	10
0	58	511	929	7
0	258	519	977	31
0	125	629	932	15
0	75	675	910	9
0	125	1243	1011	15
0	75	1186	973	9
0	300	1156	971	36
0	108	1162	929	13
0	192	1164	950	23
0	233	1162	929	28
0	208	1156	967	25
0	58	1166	995	7
0	100	1153	940	12
0	75	1149	941	9
0	83	1135	876	10
0	83	1117	864	10
0	258	1150	942	31
0	108	1136	902	13
0	133	1155	968	16
0	100	1186	988	12
0	125	1162	964	15
0	100	1150	958	12
0	58	1145	895	7
0	433	1152	954	52
0	75	1153	918	9
0	200	1163	921	24
0	108	1160	1014	13
0	58	1159	902	7
0	250	1181	978	30
0	108	1175	946	13
0	100	1143	931	12
0	300	1126	950	36
0	75	1129	996	9
0	125	1124	950	15
0	175	1241	913	21
0	183	1138	949	22
0	58	1175	1014	7
0	75	1156	962	9
0	83	1155	917	10
0	58	1123	881	7
0	83	1124	869	10
0	183	1148	940	22
0	258	1192	982	31
0	83	1148	953	10
