t,x,y,event_type,vel,
12070,217.24,110.53,0,99.606
12078,220.3,110.37,0,2.4733
12087,223.35,110.21,0,2.4693
12095,226.4,110.05,0,1.0551
12103,225.42,111.8,0,1.6251
12112,224.44,113.56,0,1.6306
12120,223.45,115.32,0,1.6361
12128,222.46,117.09,0,1.6306
12137,221.48,118.84,0,1.6342
12145,220.49,120.62,0,1.6342
12153,219.51,122.37,0,1.6326
12162,218.51,124.14,0,1.6361
12170,217.53,125.9,0,1.6673
12178,220.16,127.92,0,2.6658
12187,222.75,129.93,0,2.6626
12195,225.37,131.95,0,2.6836
12203,228.01,133.98,0,2.669
12212,230.6,135.98,0,2.6715
12220,233.24,138.02,0,108.22
12228,2.5895e-14,1.5323e-14,0,109.56
12237,NaN,NaN,4,NaN
12245,NaN,NaN,4,NaN
12253,NaN,NaN,4,NaN
12262,NaN,NaN,4,NaN
12270,NaN,NaN,4,NaN
12278,NaN,NaN,4,NaN
12287,NaN,NaN,4,NaN
12295,NaN,NaN,4,NaN
12303,NaN,NaN,4,NaN
12312,NaN,NaN,4,NaN
12320,NaN,NaN,4,NaN
12328,NaN,NaN,4,NaN
12337,NaN,NaN,4,NaN
12345,NaN,NaN,4,NaN
12353,NaN,NaN,4,NaN
12362,NaN,NaN,4,NaN
12370,NaN,NaN,4,NaN
12378,NaN,NaN,4,NaN
12387,132.33,80.242,0,0.2466
12395,132.51,80.485,0,0.66891
12403,133.08,81.717,0,1.1008
12412,133.65,82.958,0,1.0984
12420,134.21,84.188,0,1.0925
12428,134.78,85.413,0,1.0925
12437,135.34,86.643,0,1.0951
12445,135.91,87.875,0,0.08627
12453,135.55,86.605,0,1.0696
12462,135.19,85.329,0,1.0688
12470,134.83,84.061,0,1.0618
12478,134.47,82.803,0,1.0607
12487,134.12,81.535,0,1.0634
12495,133.76,80.27,0,1.266
12503,135.16,78.581,0,1.767
12512,136.55,76.905,0,1.7648
12520,137.95,75.223,0,0.38725
12528,137.42,76.504,0,1.1133
12537,136.9,77.769,0,1.1152
12545,136.36,79.051,0,1.1186
12553,135.84,80.325,0,1.1129
12562,135.31,81.596,0,1.1104
12570,134.78,82.859,0,0.24603
12578,135.81,81.943,0,1.1011
12587,136.81,81.043,0,1.0931
12595,137.82,80.134,0,0.46835
12603,137.42,80.058,0,0.33315
12612,137.01,79.982,0,0.3372
12620,136.6,79.905,0,1.2387
12628,139.14,82.185,0,2.7748
12637,141.71,84.488,0,2.7963
12645,144.29,86.803,0,0.65144
12653,143.26,84.047,0,2.3915
12662,142.22,81.261,0,2.399
12670,141.18,78.489,0,1.6379
12678,139.34,78.411,0,1.4808
12687,137.52,78.335,0,1.4768
12695,135.69,78.257,0,0.79263
12703,135.59,78.681,0,0.3522
12712,135.49,79.105,0,0.35181
12720,135.39,79.528,0,2.2801
12728,139.09,83.447,0,4.3575
12737,142.79,87.366,0,4.3617
12745,146.5,91.29,0,2.846
12753,145.89,93.687,0,1.2589
12762,143.42,91.75,0,2.5176
12770,140.99,89.843,0,2.2244
12778,139.33,88.069,0,1.9643
12787,137.67,86.295,0,1.964
12795,136.01,84.522,0,1.964
12803,134.35,82.748,0,1.9697
12812,132.68,80.965,0,1.97
12820,131.02,79.19,0,2.2158
12828,138.07,81.961,0,6.1419
12837,145.16,84.749,0,6.1594
12845,152.25,87.537,0,3.0249
12853,151.87,88.061,0,0.52332
12862,151.49,88.585,0,0.52332
12870,151.11,89.109,0,1.8338
12878,147.53,86.372,0,3.6577
12887,143.92,83.616,0,3.6463
12895,140.36,80.899,0,0.734
12903,145.55,82.816,0,4.4733
12912,150.74,84.734,0,4.4772
12920,155.94,86.652,0,1.024
12928,151.41,87.177,0,3.687
12937,146.88,87.703,0,3.7033
12945,142.31,88.233,0,1.1338
12953,144.09,87.991,0,1.4483
12962,145.86,87.749,0,1.4525
12970,147.65,87.505,0,0.92889
12978,147.13,85.834,0,1.4184
12987,146.61,84.154,0,1.4238
12995,146.08,82.472,0,0.13548
13003,146.6,84.489,0,1.6834
13012,147.11,86.507,0,1.6842
13020,147.63,88.526,0,1.6856
13028,148.15,90.545,0,1.6846
13037,148.66,92.564,0,1.6842
13045,149.18,94.582,0,0.882
13053,150.82,92.256,0,2.2907
13062,152.45,89.954,0,2.2864
13070,154.09,87.641,0,0.83925
13078,152.47,87.878,0,1.3197
13087,150.86,88.116,0,1.3197
13095,149.24,88.353,0,1.7382
13103,146.85,86.564,0,2.4137
