999000079	0	1630	1874	300	250	65	1
999000079	17	1615	1876	300	260	65	1
999000079	33	1630	1863	302	264	65	1
999000079	50	1620	1860	301	255	65	1
999000079	67	1621	1864	306	249	65	1
999000079	84	1621	1868	306	251	65	1
999000079	101	1620	1869	298	254	65	1
999000079	117	1623	1868	298	256	65	1
999000079	134	1620	1873	290	245	65	1
999000079	151	1621	1881	301	251	65	1
999000079	168	1628	1875	303	253	65	1
999000079	184	1629	1877	302	251	65	1
999000079	201	1622	1865	303	251	65	1
999000079	218	1619	1859	293	243	65	1
999000079	235	1440	1686	337	279	65	0
999000079	251	1289	1484	359	332	65	2
999000079	268	1291	1495	355	328	65	2
999000079	285	1286	1488	357	328	65	2
999000079	302	1291	1489	356	328	65	2
999000079	319	1279	1492	348	329	65	2
999000079	335	1280	1498	356	334	65	2
999000079	352	1282	1498	351	333	65	2
999000079	369	1290	1490	345	333	65	2
999000079	386	1284	1500	348	332	65	2
999000079	402	1295	1505	348	336	65	2
999000079	419	1292	1507	346	332	65	2
999000079	436	1287	1504	343	333	65	2
999000079	453	1286	1508	353	323	65	2
999000079	469	1303	1514	358	319	65	2
999000079	486	1319	1500	352	313	65	2
999000079	503	1303	1509	366	307	65	2
999000079	520	1301	1505	367	322	65	2
999000079	537	1301	1494	363	320	65	2
999000079	553	1307	1511	358	320	65	2
999000079	570	1290	1498	352	332	65	2
999000079	587	1283	1501	374	329	65	2
999000079	604	1288	1502	379	319	65	2
999000079	620	1283	1496	375	319	65	2
999000079	637	1276	1500	370	317	65	2
999000079	654	1271	1491	362	317	65	2
999000079	671	1280	1505	357	313	65	2
999000079	687	1285	1500	355	317	65	2
999000079	704	1287	1498	358	318	65	2
999000079	721	1278	1488	356	313	65	2
999000079	738	1503	1567	279	388	65	2
999000079	771	1284	1496	353	325	65	2
999000079	788	1288	1510	351	327	65	2
999000079	805	1289	1509	354	321	65	2
999000079	822	1298	1504	357	313	65	2
999000079	838	1303	1518	352	314	65	2
999000079	855	1306	1502	354	320	65	2
999000079	872	1299	1523	357	326	65	2
999000079	889	1303	1520	365	307	65	2
999000079	905	1301	1510	361	317	65	2
999000079	922	1293	1520	369	318	65	2
