999000079	235	1746	276	14
999000079	989	1401	340	58
999000079	235	1092	666	14
999000079	520	1455	347	31
999000079	151	896	1129	9
999000079	738	959	1305	44
999000079	151	1413	559	9
999000079	604	1381	776	36
999000079	369	1389	774	22
999000079	252	1460	742	15
999000079	151	1890	613	9
999000079	184	1455	712	11
999000079	671	1426	739	40
999000079	352	910	101	21
999000079	151	1342	1024	9
999000079	503	1394	1175	30
999000079	285	1045	1329	17
999000079	252	368	1257	15
999000079	268	1242	1177	16
999000079	369	1419	1175	22
999000079	670	1372	1153	40
999000079	1140	969	1190	68
999000079	419	1026	1211	25
999000079	285	1011	1197	17
999000079	503	389	1225	30
999000079	335	914	1322	20
999000079	201	992	1188	12
999000079	704	960	742	41
999000079	352	994	809	21
999000079	503	990	811	29
999000079	1023	1016	762	61
999000079	168	902	817	10
999000079	1979	1009	386	118
999000079	486	1016	343	29
999000079	469	1015	351	28
999000079	1308	557	373	78
999000079	168	562	365	10
999000079	1257	571	371	75
999000079	553	525	796	33
999000079	134	1167	1132	8
999000079	1710	538	831	102
999000079	369	556	781	22
999000079	335	551	1198	20
999000079	151	929	1315	9
999000079	268	932	1322	16
999000079	587	568	1180	35
999000079	520	576	1195	31
999000079	235	1647	1195	14
999000079	235	1777	1236	14
