999000079	0	1746	276	65	1
999000079	17	1746	276	65	1
999000079	33	1746	276	65	1
999000079	50	1746	276	65	1
999000079	67	1746	276	65	1
999000079	84	1746	276	65	1
999000079	101	1746	276	65	1
999000079	117	1746	276	65	1
999000079	134	1746	276	65	1
999000079	151	1746	276	65	1
999000079	168	1746	276	65	1
999000079	184	1746	276	65	1
999000079	201	1746	276	65	1
999000079	218	1746	276	65	1
999000079	235	0	0	65	0
999000079	251	1401	340	65	2
999000079	268	1401	340	65	2
999000079	285	1401	340	65	2
999000079	302	1401	340	65	2
999000079	319	1401	340	65	2
999000079	335	1401	340	65	2
999000079	352	1401	340	65	2
999000079	369	1401	340	65	2
999000079	386	1401	340	65	2
999000079	402	1401	340	65	2
999000079	419	1401	340	65	2
999000079	436	1401	340	65	2
999000079	453	1401	340	65	2
999000079	469	1401	340	65	2
999000079	486	1401	340	65	2
999000079	503	1401	340	65	2
999000079	520	1401	340	65	2
999000079	537	1401	340	65	2
999000079	553	1401	340	65	2
999000079	570	1401	340	65	2
999000079	587	1401	340	65	2
999000079	604	1401	340	65	2
999000079	620	1401	340	65	2
999000079	637	1401	340	65	2
999000079	654	1401	340	65	2
999000079	671	1401	340	65	2
999000079	687	1401	340	65	2
999000079	704	1401	340	65	2
999000079	721	1401	340	65	2
999000079	738	1401	340	65	2
999000079	771	1401	340	65	2
999000079	788	1401	340	65	2
999000079	805	1401	340	65	2
999000079	822	1401	340	65	2
999000079	838	1401	340	65	2
999000079	855	1401	340	65	2
999000079	872	1401	340	65	2
999000079	889	1401	340	65	2
999000079	905	1401	340	65	2
999000079	922	1401	340	65	2
999000079	939	1401	340	65	2
999000079	956	1401	340	65	2
999000079	972	1401	340	65	2
999000079	989	1401	340	65	2
999000079	1006	1401	340	65	2
999000079	1023	1401	340	65	2
999000079	1040	1401	340	65	2
999000079	1056	1401	340	65	2
999000079	1073	1401	340	65	2
999000079	1090	1401	340	65	2
999000079	1107	1401	340	65	2
999000079	1123	1401	340	65	2
999000079	1140	1401	340	65	2
999000079	1157	1401	340	65	2
999000079	1174	1401	340	65	2
999000079	1190	1401	340	65	2
999000079	1207	1401	340	65	2
999000079	1224	1401	340	65	2
999000079	1241	0	0	65	0
999000079	1258	0	0	65	0
999000079	1274	1092	666	65	3
999000079	1291	1092	666	65	3
999000079	1308	1092	666	65	3
999000079	1325	1092	666	65	3
999000079	1341	1092	666	65	3
999000079	1358	1092	666	65	3
999000079	1375	1092	666	65	3
999000079	1392	1092	666	65	3
999000079	1408	1092	666	65	3
999000079	1425	1092	666	65	3
999000079	1442	1092	666	65	3
999000079	1459	1092	666	65	3
999000079	1476	1092	666	65	3
999000079	1492	1092	666	65	3
999000079	1509	0	0	65	0
999000079	1526	0	0	65	0
999000079	1543	1455	347	65	4
999000079	1559	1455	347	65	4
999000079	1576	1455	347	65	4
999000079	1593	1455	347	65	4
999000079	1610	1455	347	65	4
999000079	1626	1455	347	65	4
999000079	1643	1455	347	65	4
999000079	1660	1455	347	65	4
999000079	1677	1455	347	65	4
999000079	1694	1455	347	65	4
999000079	1710	1455	347	65	4
999000079	1727	1455	347	65	4
999000079	1744	1455	347	65	4
999000079	1761	1455	347	65	4
999000079	1777	1455	347	65	4
999000079	1794	1455	347	65	4
